"","make","transmission","engine_displacement_cm3","power_cv","power_ice_kw","avg_wltp_consumption_l_100km","avg_wltp_emissions_gCO2_km","length_mm","width_mm","height_mm","gross_vehicle_weight_rating_kg","total_seating","fuel_economy_index","electric_consumption_kwh_100km","battery_capacity_kwh","vehicle_type","engine"
"9027","Opel","M",1997,149.46,110,7.25,191,4609,2204,1892,2610,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9028","Opel","M",1499,119.57,88,6.5,171,5309,2204,1877,2710,5,"A",NA,NA,"Ligeros","Fosiles"
"9029","Opel","M",1997,149.46,110,7.25,191,5309,2204,1877,2710,5,"B",NA,NA,"Ligeros","Fosiles"
"9030","Opel","M",1499,119.57,88,6.5,171,5309,2204,1877,2710,5,"A",NA,NA,"Ligeros","Fosiles"
"9031","Opel","M",1997,149.46,110,7.25,191,5309,2204,1877,2710,5,"B",NA,NA,"Ligeros","Fosiles"
"9032","Opel","M",1499,101.9,75,6.55,172,4959,2204,1881,2675,5,"B",NA,NA,"Ligeros","Fosiles"
"9033","Opel","M",1499,119.57,88,6.5,171,4959,2204,1881,2675,5,"B",NA,NA,"Ligeros","Fosiles"
"9034","Opel","M",1997,149.46,110,7.25,191,4959,2204,1881,2675,5,"C",NA,NA,"Ligeros","Fosiles"
"9035","Opel","M",1499,101.9,75,6.55,172,4959,2204,1881,2675,5,"B",NA,NA,"Ligeros","Fosiles"
"9036","Opel","M",1499,119.57,88,6.5,171,4959,2204,1881,2675,5,"B",NA,NA,"Ligeros","Fosiles"
"9037","Opel","M",1997,149.46,110,7.25,191,4959,2204,1881,2675,5,"C",NA,NA,"Ligeros","Fosiles"
"9038","Opel","M",1499,101.9,75,6.55,172,4609,2204,1892,2625,5,"C",NA,NA,"Ligeros","Fosiles"
"9039","Opel","M",1499,119.57,88,6.5,171,4609,2204,1892,2625,5,"C",NA,NA,"Ligeros","Fosiles"
"9040","Opel","M",1997,149.46,110,7.25,191,4609,2204,1892,2625,5,"D",NA,NA,"Ligeros","Fosiles"
"9041","Opel","M",1499,101.9,75,6.85,180,5309,2204,1877,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9042","Opel","A",1997,176.63,130,7.3,192,5309,2204,1877,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9043","Opel","A",1997,176.63,130,7.5,196,5309,2204,1877,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9044","Opel","M",1997,122.28,90,7.35,193,5309,2204,1877,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9045","Opel","M",1997,122.28,90,7.45,195,5309,2204,1877,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9046","Opel","M",1997,149.46,110,7.35,192,5309,2204,1877,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9047","Opel","M",1997,149.46,110,7.35,192,5309,2204,1877,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9048","Opel","M",1499,101.9,75,6.85,180,4959,2204,1881,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9049","Opel","A",1997,176.63,130,7.3,192,4959,2204,1881,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9050","Opel","A",1997,176.63,130,7.5,196,4959,2204,1881,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9051","Opel","M",1997,122.28,90,7.45,195,4959,2204,1881,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9052","Opel","M",1997,122.28,90,7.45,195,4959,2204,1881,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9053","Opel","M",1997,149.46,110,7.25,191,4959,2204,1881,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9054","Opel","M",1997,149.46,110,7.35,192,4959,2204,1881,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9055","Opel","M",1499,101.9,75,6.85,180,4959,2204,1881,2620,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9056","Opel","M",1499,119.57,88,6.35,168,4959,2204,1881,2620,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9057","Opel","M",1499,119.57,88,6.35,168,4959,2204,1881,2555,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9058","Opel","A",1997,176.63,130,7.3,192,4959,2204,1881,2620,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9059","Opel","A",1997,176.63,130,7.5,196,4959,2204,1881,2555,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9060","Opel","M",1997,149.46,110,7.25,191,4959,2204,1881,2620,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9061","Opel","M",1997,149.46,110,7.35,192,4959,2204,1881,2555,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9062","Opel","M",1499,101.9,75,6.85,180,4609,2204,1892,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9063","Opel","A",1997,176.63,130,7.3,192,4609,2204,1892,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9064","Opel","M",1997,122.28,90,7.45,195,4609,2204,1892,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9065","Opel","M",1997,149.46,110,7.25,191,4609,2204,1892,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9066","Opel","M",1499,101.9,75,6.85,180,4609,2204,1892,2610,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9067","Opel","M",1499,119.57,88,6.35,168,4609,2204,1892,2610,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9068","Opel","A",1997,176.63,130,7.3,192,4609,2204,1892,2610,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9069","Opel","M",1997,149.46,110,7.25,191,4609,2204,1892,2610,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9070","Opel","M",1997,122.28,90,7.45,195,5309,2204,1877,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9071","Opel","M",1997,149.46,110,7.3,192,5309,2204,1877,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9072","Opel","M",1997,122.28,90,7.45,195,4959,2204,1881,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9073","Opel","M",1499,119.57,88,6.35,168,4959,2204,1881,2555,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9074","Opel","A",1997,176.63,130,7.5,196,5309,2204,1877,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9075","Opel","M",1997,122.28,90,7.45,195,5309,2204,1877,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9076","Opel","M",1997,149.46,110,7.3,192,5309,2204,1877,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9077","Opel","A",1997,176.63,130,7.5,196,4959,2204,1881,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9078","Opel","A",1997,176.63,130,7.5,196,4959,2204,1881,2555,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9079","Opel","M",1997,122.28,90,7.45,195,5309,2204,1877,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9080","Opel","M",1997,149.46,110,7.3,192,5309,2204,1877,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9081","Opel","M",1997,122.28,90,7.45,195,4959,2204,1881,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9082","Opel","M",1997,149.46,110,7.3,192,4959,2204,1881,2830,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9083","Opel","M",1499,119.57,88,6.35,168,4959,2204,1881,2555,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9084","Opel","M",1997,149.46,110,7.3,192,4959,2204,1881,2555,6,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9085","Opel","M",1997,122.28,90,7.35,193,5309,2204,1877,2830,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9086","Opel","M",1499,101.9,75,6.85,180,4959,2204,1881,2830,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9087","Opel","M",1997,122.28,90,7.45,195,4959,2204,1881,2830,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9088","Opel","M",1499,101.9,75,6.85,180,4959,2204,1881,2620,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9089","Opel","M",1499,119.57,88,6.35,168,4959,2204,1881,2620,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9090","Opel","M",1499,101.9,75,6.85,180,4609,2204,1892,2830,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9091","Opel","M",1499,101.9,75,6.85,180,4609,2204,1892,2610,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9092","Opel","A",1997,176.63,130,7.5,196,5309,2204,1877,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9093","Opel","M",1997,122.28,90,7.35,193,5309,2204,1877,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9094","Opel","M",1997,149.46,110,7.3,192,5309,2204,1877,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9095","Opel","A",1997,176.63,130,7.3,192,4959,2204,1881,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9096","Opel","M",1997,122.28,90,7.45,195,4959,2204,1881,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9097","Opel","M",1997,149.46,110,7.25,191,4959,2204,1881,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9098","Opel","M",1499,119.57,88,6.35,168,4959,2204,1881,2620,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9099","Opel","A",1997,176.63,130,7.3,192,4959,2204,1881,2620,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9100","Opel","M",1997,149.46,110,7.25,191,4959,2204,1881,2620,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9101","Opel","M",1499,119.57,88,6.35,168,4609,2204,1892,2610,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9102","Opel","M",1997,122.28,90,9.2,241,4815,1970,1894,3100,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9103","Opel","M",1499,101.9,75,6.85,180,5309,2204,1877,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9104","Opel","A",1997,176.63,130,7.3,192,5309,2204,1877,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9105","Opel","M",1997,122.28,90,7.35,193,5309,2204,1877,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9106","Opel","M",1997,149.46,110,7.3,192,5309,2204,1877,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9107","Opel","M",1499,101.9,75,6.85,180,4959,2204,1881,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9108","Opel","A",1997,176.63,130,7.3,192,4959,2204,1881,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9109","Opel","M",1997,122.28,90,7.45,195,4959,2204,1881,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9110","Opel","M",1997,149.46,110,7.25,191,4959,2204,1881,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9111","Opel","M",1499,101.9,75,6.85,180,4959,2204,1881,2620,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9112","Opel","M",1499,119.57,88,6.35,168,4959,2204,1881,2620,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9113","Opel","A",1997,176.63,130,7.3,192,4959,2204,1881,2620,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9114","Opel","M",1997,149.46,110,7.25,191,4959,2204,1881,2620,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9115","Opel","M",1499,101.9,75,6.85,180,4609,2204,1892,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9116","Opel","A",1997,176.63,130,7.3,192,4609,2204,1892,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9117","Opel","M",1997,122.28,90,7.45,195,4609,2204,1892,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9118","Opel","M",1997,149.46,110,7.25,191,4609,2204,1892,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9119","Opel","M",1499,101.9,75,6.85,180,4609,2204,1892,2610,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9120","Opel","M",1499,119.57,88,6.35,168,4609,2204,1892,2610,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9121","Opel","A",1997,176.63,130,7.3,192,4609,2204,1892,2610,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9122","Opel","M",1997,149.46,110,7.25,191,4609,2204,1892,2610,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9123","Opel","M",1997,119.57,88,6.5,171,5309,1920,1948,2845,7,"C",NA,NA,"Ligeros","Fosiles"
"9124","Opel","M",1997,149.46,110,7.45,191,5309,1920,1948,2845,7,"D",NA,NA,"Ligeros","Fosiles"
"9125","Opel","M",1499,119.57,88,6.95,173,4959,1920,1940,2810,7,"D",NA,NA,"Ligeros","Fosiles"
"9126","Opel","M",1499,149.46,110,7.45,191,4959,1920,1940,2810,7,"E",NA,NA,"Ligeros","Fosiles"
"9127","Opel","A",0,0,0,NA,0,5309,1920,1948,3100,7,"Sin clasificación",281,50,"Ligeros","Eléctricos"
"9128","Opel","A",0,0,0,NA,0,5309,1920,1948,3100,7,"Sin clasificación",294,75,"Ligeros","Eléctricos"
"9129","Opel","A",0,0,0,NA,0,4959,1920,1940,3100,7,"Sin clasificación",281,50,"Ligeros","Eléctricos"
"9130","Opel","A",0,0,0,NA,0,4959,1920,1940,3100,7,"Sin clasificación",294,75,"Ligeros","Eléctricos"
"9131","Opel","M",1997,149.46,110,7.9,195,5309,1920,1948,3100,6,"D",NA,NA,"Ligeros","Fosiles"
"9132","Opel","M",1499,119.57,88,6.75,168,4959,1920,1940,2695,6,"D",NA,NA,"Ligeros","Fosiles"
"9133","Opel","M",1997,149.46,110,7.45,192,5309,1920,1948,3100,6,"D",NA,NA,"Ligeros","Fosiles"
"9134","Opel","A",1997,176.63,130,8.2,196,5309,1920,1948,3100,6,"E",NA,NA,"Ligeros","Fosiles"
"9135","Opel","M",1997,149.46,110,7.9,192,4959,1920,1940,2830,6,"F",NA,NA,"Ligeros","Fosiles"
"9136","Opel","A",1997,176.63,130,8.2,196,4959,1920,1940,2790,6,"F",NA,NA,"Ligeros","Fosiles"
"9137","Opel","M",1997,149.46,110,7.45,192,5309,1920,1948,2830,6,"D",NA,NA,"Ligeros","Fosiles"
"9138","Opel","A",1997,149.46,110,8.2,196,5309,1920,1948,3100,6,"E",NA,NA,"Ligeros","Fosiles"
"9139","Opel","A",1997,176.63,130,8.2,196,4959,1920,1940,2790,6,"F",NA,NA,"Ligeros","Fosiles"
"9140","Opel","M",1997,149.46,110,7.9,192,4959,1920,1940,2695,6,"F",NA,NA,"Ligeros","Fosiles"
"9141","Opel","M",1997,149.46,110,7.95,193,5309,1920,1948,3100,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9142","Opel","M",1499,119.57,88,7.45,180,4959,1920,1940,2695,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9143","Opel","M",1499,119.57,88,7.45,180,4959,1920,1940,2695,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9144","Opel","M",1499,119.57,88,6.95,180,4609,1920,1950,2695,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9145","Opel","A",1997,149.46,110,7.75,193,5309,1920,1948,3100,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9146","Opel","M",1997,149.46,110,7.75,193,5309,1920,1948,3100,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9147","Opel","A",1997,176.63,130,7.75,193,5309,1920,1948,3100,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9148","Opel","M",1499,119.57,88,7.75,168,4959,1920,1940,2695,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9149","Opel","A",1997,176.63,130,7.75,168,4959,1920,1940,2795,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9150","Opel","M",1997,149.46,110,7.75,168,4959,1920,1940,2830,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9151","Opel","A",1997,176.63,130,7.75,168,4959,1920,1940,2790,3,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9152","Opel","M",1499,119.57,88,7.95,193,5309,1920,1948,2830,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9153","Opel","M",1997,149.46,110,7.95,193,5309,1920,1948,3100,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9154","Opel","A",1997,176.63,130,7.95,193,5309,1920,1948,3100,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9155","Opel","M",1499,119.57,88,6.8,168,4959,1920,1940,2695,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9156","Opel","M",1499,119.57,88,6.8,168,4959,1920,1940,2695,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9157","Opel","A",1997,176.63,130,6.8,168,4959,1920,1940,2795,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9158","Opel","M",1997,149.46,110,6.8,168,4959,1920,1940,2830,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9159","Opel","A",1997,176.63,130,6.8,168,4959,1920,1940,2790,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9160","Opel","M",1499,119.57,88,6.95,168,4609,1920,1950,2695,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9161","Opel","M",1499,119.57,88,6.95,168,4609,1920,1950,2695,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9162","Opel","A",0,0,0,NA,0,4959,1920,1948,2890,3,"Sin clasificación",281,50,"Ligeros","Eléctricos"
"9163","Opel","A",0,0,0,NA,0,5309,1920,1948,3045,3,"Sin clasificación",294,75,"Ligeros","Eléctricos"
"9164","Opel","A",0,0,0,NA,0,4609,1920,1940,2875,3,"Sin clasificación",281,50,"Ligeros","Eléctricos"
"9165","Opel","A",0,0,0,NA,0,4956,1920,1940,3025,3,"Sin clasificación",281,75,"Ligeros","Eléctricos"
"9166","Opel","A",0,0,0,NA,0,4609,1920,1940,2865,3,"Sin clasificación",281,50,"Ligeros","Eléctricos"
"9167","Opel","A",0,0,0,NA,0,4956,1920,1940,3015,3,"Sin clasificación",281,75,"Ligeros","Eléctricos"
"9168","Opel","A",0,0,0,NA,0,4609,1920,1950,2830,3,"Sin clasificación",281,50,"Ligeros","Eléctricos"
"9169","Opel","M",1997,122.28,90,10.75,241,5212,1920,1894,3100,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9170","Opel","A",0,0,0,NA,0,5212,1920,1894,3100,2,"Sin clasificación",281,75,"Ligeros","Eléctricos"
"9171","Opel","A",0,0,0,NA,0,5309,2010,1890,3030,9,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9172","Opel","A",0,0,0,NA,0,5309,2010,1890,3100,9,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9173","Opel","A",0,0,0,NA,0,4959,2010,1890,3015,9,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9174","Opel","A",0,0,0,NA,0,4959,2010,1890,3100,9,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9175","Opel","A",0,0,0,NA,0,4609,2010,1905,2925,9,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9176","Opel","A",0,0,0,NA,0,5309,2010,1890,2890,2,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9177","Opel","A",0,0,0,NA,0,5309,2010,1890,3045,2,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9178","Opel","A",0,0,0,NA,0,4959,2010,1890,2865,2,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9179","Opel","A",0,0,0,NA,0,4959,2010,1890,3015,2,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9180","Opel","A",0,0,0,NA,0,4609,2010,1905,2830,2,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9181","Opel","A",0,0,0,NA,0,4959,2010,1890,2875,3,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9182","Opel","A",0,0,0,NA,0,4959,2010,1890,3025,3,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9183","Opel","A",0,0,0,NA,0,5309,2010,1890,2890,2,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9184","Opel","A",0,0,0,NA,0,5309,2010,1890,3045,2,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9185","Opel","A",0,0,0,NA,0,4959,2010,1890,2865,2,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9186","Opel","A",0,0,0,NA,0,4959,2010,1890,3015,2,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9187","Opel","A",0,0,0,NA,0,4609,2010,1905,2830,2,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9188","Opel","M",1499,119.57,88,6.5,171,5309,2204,1877,2710,5,"A",NA,NA,"Ligeros","Fosiles"
"9189","Opel","A",1997,176.63,130,7.45,196,5309,2204,1877,2710,5,"B",NA,NA,"Ligeros","Fosiles"
"9190","Opel","M",1997,149.46,110,7.25,191,5309,2204,1877,2710,5,"B",NA,NA,"Ligeros","Fosiles"
"9191","Opel","A",1997,176.63,130,7.45,196,5309,2204,1877,2710,6,"B",NA,NA,"Ligeros","Fosiles"
"9192","Opel","M",1997,149.46,110,7.25,191,5309,2204,1877,2710,6,"B",NA,NA,"Ligeros","Fosiles"
"9193","Opel","A",1997,176.63,130,7.45,196,5309,2204,1877,2710,5,"B",NA,NA,"Ligeros","Fosiles"
"9194","Opel","M",1997,149.46,110,7.25,191,5309,2204,1877,2710,5,"B",NA,NA,"Ligeros","Fosiles"
"9195","Opel","M",1499,119.57,88,6.5,171,5309,2204,1877,2710,5,"A",NA,NA,"Ligeros","Fosiles"
"9196","Opel","A",1997,176.63,130,7.45,196,5309,2204,1877,2710,5,"B",NA,NA,"Ligeros","Fosiles"
"9197","Opel","M",1997,149.46,110,7.25,191,5309,2204,1877,2710,5,"B",NA,NA,"Ligeros","Fosiles"
"9198","Opel","M",1499,119.57,88,6.5,171,4959,2204,1881,2675,5,"B",NA,NA,"Ligeros","Fosiles"
"9199","Opel","A",1997,176.63,130,7.45,196,4959,2204,1881,2675,5,"C",NA,NA,"Ligeros","Fosiles"
"9200","Opel","M",1997,149.46,110,7.25,191,4959,2204,1881,2675,5,"C",NA,NA,"Ligeros","Fosiles"
"9201","Opel","A",1997,176.63,130,7.45,196,4959,2204,1881,2675,6,"C",NA,NA,"Ligeros","Fosiles"
"9202","Opel","M",1997,149.46,110,7.25,191,4959,2204,1881,2675,6,"C",NA,NA,"Ligeros","Fosiles"
"9203","Opel","A",1997,176.63,130,7.45,196,4959,2204,1881,2675,5,"C",NA,NA,"Ligeros","Fosiles"
"9204","Opel","M",1997,149.46,110,7.25,191,4959,2204,1881,2675,5,"C",NA,NA,"Ligeros","Fosiles"
"9205","Opel","M",1499,119.57,88,6.5,171,4956,2204,1881,2675,5,"B",NA,NA,"Ligeros","Fosiles"
"9206","Opel","A",1997,176.63,130,7.45,196,4956,2204,1881,2675,5,"C",NA,NA,"Ligeros","Fosiles"
"9207","Opel","M",1997,149.46,110,7.25,191,4956,2204,1881,2675,5,"C",NA,NA,"Ligeros","Fosiles"
"9208","Opel","M",1499,119.57,88,6.5,171,4609,2204,1892,2650,5,"C",NA,NA,"Ligeros","Fosiles"
"9209","Opel","A",1997,176.63,130,7.45,196,4609,2204,1892,2650,5,"D",NA,NA,"Ligeros","Fosiles"
"9210","Opel","M",1997,149.46,110,7.25,191,4609,2204,1892,2650,5,"D",NA,NA,"Ligeros","Fosiles"
"9211","Opel","A",1997,176.63,130,7.45,196,4609,2204,1892,2650,5,"D",NA,NA,"Ligeros","Fosiles"
"9212","Opel","M",1997,149.46,110,7.25,191,4609,2204,1892,2650,5,"D",NA,NA,"Ligeros","Fosiles"
"9213","Opel","M",1499,119.57,88,6.5,171,4609,2204,1892,2650,5,"C",NA,NA,"Ligeros","Fosiles"
"9214","Opel","A",1997,176.63,130,7.45,196,4609,2204,1892,2650,5,"D",NA,NA,"Ligeros","Fosiles"
"9215","Opel","M",1997,149.46,110,7.25,191,4609,2204,1892,2650,5,"D",NA,NA,"Ligeros","Fosiles"
"9216","Opel","M",1499,119.57,88,6.45,168,5309,1920,1877,2710,9,"C",NA,NA,"Ligeros","Fosiles"
"9217","Opel","A",1997,144.02,106,7.05,186,5309,1920,1877,2710,9,"C",NA,NA,"Ligeros","Fosiles"
"9218","Opel","M",1997,144.02,106,7,185,5309,1920,1877,2710,9,"C",NA,NA,"Ligeros","Fosiles"
"9219","Opel","M",1499,119.57,88,6.45,168,4959,1920,1881,2675,9,"C",NA,NA,"Ligeros","Fosiles"
"9220","Opel","A",1997,144.02,106,7.05,186,4959,1920,1881,2675,9,"D",NA,NA,"Ligeros","Fosiles"
"9221","Opel","M",1997,144.02,106,7,185,4959,1920,1881,2675,9,"D",NA,NA,"Ligeros","Fosiles"
"9222","Opel","A",1997,144.02,106,7.45,195,5309,1920,1877,2710,6,"D",NA,NA,"Ligeros","Fosiles"
"9223","Opel","M",1997,144.02,106,7.35,193,5309,1920,1877,2710,6,"D",NA,NA,"Ligeros","Fosiles"
"9224","Opel","A",1997,144.02,106,7.45,195,4959,1920,1881,2675,6,"E",NA,NA,"Ligeros","Fosiles"
"9225","Opel","M",1997,144.02,106,7.35,193,4959,1920,1881,2675,6,"E",NA,NA,"Ligeros","Fosiles"
"9226","Opel","M",1499,119.57,88,6.55,172,5309,1920,1877,2710,8,"C",NA,NA,"Ligeros","Fosiles"
"9227","Opel","A",1997,144.02,106,7.25,190,5309,1920,1877,2710,8,"D",NA,NA,"Ligeros","Fosiles"
"9228","Opel","M",1997,144.02,106,7.15,188,5309,1920,1877,2710,8,"C",NA,NA,"Ligeros","Fosiles"
"9229","Opel","M",1499,119.57,88,6.55,172,4959,1920,1881,2675,8,"D",NA,NA,"Ligeros","Fosiles"
"9230","Opel","A",1997,144.02,106,7.25,190,4959,1920,1881,2675,8,"E",NA,NA,"Ligeros","Fosiles"
"9231","Opel","M",1997,144.02,106,7.15,188,4959,1920,1881,2675,8,"D",NA,NA,"Ligeros","Fosiles"
"9232","Opel","M",1499,119.57,88,6.55,172,4609,1920,1892,2650,8,"E",NA,NA,"Ligeros","Fosiles"
"9233","Opel","M",1997,144.02,106,7.15,188,4609,1920,1892,2650,8,"F",NA,NA,"Ligeros","Fosiles"
"9234","Opel","A",1997,144.02,106,7.4,194,5309,1920,1877,2710,8,"D",NA,NA,"Ligeros","Fosiles"
"9235","Opel","M",1997,144.02,106,7.3,193,5309,1920,1877,2710,8,"D",NA,NA,"Ligeros","Fosiles"
"9236","Opel","A",1997,144.02,106,7.4,194,4959,1920,1881,2675,8,"E",NA,NA,"Ligeros","Fosiles"
"9237","Opel","M",1997,144.02,106,7.3,193,4959,1920,1881,2675,8,"E",NA,NA,"Ligeros","Fosiles"
"9238","Opel","A",0,0,0,NA,0,5309,1920,1877,3030,9,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
