"","make","transmission","engine_displacement_cm3","power_cv","power_ice_kw","avg_wltp_consumption_l_100km","avg_wltp_emissions_gCO2_km","length_mm","width_mm","height_mm","gross_vehicle_weight_rating_kg","total_seating","fuel_economy_index","electric_consumption_kwh_100km","battery_capacity_kwh","vehicle_type","engine"
"9239","Opel","A",0,0,0,NA,0,5309,1920,1877,3100,9,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9240","Opel","A",0,0,0,NA,0,4959,1920,1881,3015,9,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9241","Opel","A",0,0,0,NA,0,4959,1920,1881,3100,9,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9242","Opel","A",0,0,0,NA,0,4609,1920,1892,2925,9,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9243","Opel","A",0,0,0,NA,0,5309,1920,1877,2830,6,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9244","Opel","A",0,0,0,NA,0,5309,1920,1877,2970,6,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9245","Opel","A",0,0,0,NA,0,4959,1920,1881,2810,6,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9246","Opel","A",0,0,0,NA,0,4959,1920,1881,2965,6,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9247","Opel","A",0,0,0,NA,0,5309,1920,1877,2965,8,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9248","Opel","A",0,0,0,NA,0,5309,1920,1877,3100,8,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9249","Opel","A",0,0,0,NA,0,4959,1920,1881,2950,8,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9250","Opel","A",0,0,0,NA,0,4959,1920,1881,3100,8,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9251","Opel","A",0,0,0,NA,0,4609,1920,1892,2855,8,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9252","Opel","A",0,0,0,NA,0,5309,1920,1877,2965,8,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9253","Opel","A",0,0,0,NA,0,5309,1920,1877,3100,8,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9254","Opel","A",0,0,0,NA,0,4959,1920,1881,2950,8,"Sin clasificación",24.65,50,"Ligeros","Eléctricos"
"9255","Opel","A",0,0,0,NA,0,4959,1920,1881,3100,8,"Sin clasificación",25.85,75,"Ligeros","Eléctricos"
"9256","Peugeot","A",998,72.01,53,5.3,120,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9257","Peugeot","M",998,72.01,53,5,113,3475,1615,1460,1240,4,"D",NA,NA,"Ligeros","Fosiles"
"9258","Peugeot","M",998,72.01,53,5.1,116,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9259","Peugeot","A",998,72.01,53,5.3,120,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9260","Peugeot","M",998,72.01,53,5,113,3475,1615,1460,1240,4,"D",NA,NA,"Ligeros","Fosiles"
"9261","Peugeot","M",998,72.01,53,5.1,116,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9262","Peugeot","A",998,72.01,53,5.3,120,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9263","Peugeot","M",998,72.01,53,5,113,3475,1615,1460,1240,4,"D",NA,NA,"Ligeros","Fosiles"
"9264","Peugeot","M",998,72.01,53,5.1,116,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9265","Peugeot","A",998,72.01,53,5.3,120,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9266","Peugeot","M",998,72.01,53,5,113,3475,1615,1460,1240,4,"D",NA,NA,"Ligeros","Fosiles"
"9267","Peugeot","M",998,72.01,53,5.1,116,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9268","Peugeot","M",998,72.01,53,5,113,3475,1615,1460,1240,4,"D",NA,NA,"Ligeros","Fosiles"
"9269","Peugeot","M",998,72.01,53,5.1,116,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9270","Peugeot","M",998,72.01,53,5,113,3475,1615,1460,1240,4,"D",NA,NA,"Ligeros","Fosiles"
"9271","Peugeot","M",998,72.01,53,5.1,116,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9272","Peugeot","A",998,72.01,53,5.3,120,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9273","Peugeot","M",998,72.01,53,5,113,3475,1615,1460,1240,4,"D",NA,NA,"Ligeros","Fosiles"
"9274","Peugeot","M",998,72.01,53,5.1,116,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9275","Peugeot","M",998,72.01,53,5,113,3475,1615,1460,1240,4,"D",NA,NA,"Ligeros","Fosiles"
"9276","Peugeot","M",998,72.01,53,5.1,116,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9277","Peugeot","A",998,72.01,53,5.3,120,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9278","Peugeot","M",998,72.01,53,5,113,3475,1615,1460,1240,4,"D",NA,NA,"Ligeros","Fosiles"
"9279","Peugeot","M",998,72.01,53,5.1,116,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9280","Peugeot","M",998,72.01,53,5,113,3475,1615,1460,1240,4,"D",NA,NA,"Ligeros","Fosiles"
"9281","Peugeot","M",998,72.01,53,5.1,116,3475,1615,1460,1240,4,"E",NA,NA,"Ligeros","Fosiles"
"9282","Peugeot","M",1499,101.9,75,4.65,122,4159,1739,1570,1700,5,"D",NA,NA,"Ligeros","Fosiles"
"9283","Peugeot","A",1499,119.57,88,5.1,134,4159,1739,1570,1750,5,"D",NA,NA,"Ligeros","Fosiles"
"9284","Peugeot","A",1199,110.05,81,6.75,153,4159,1739,1570,1680,5,"E",NA,NA,"Ligeros","Fosiles"
"9285","Peugeot","M",1199,130.43,96,6.05,136,4159,1739,1570,1665,5,"D",NA,NA,"Ligeros","Fosiles"
"9286","Peugeot","M",1499,101.9,75,4.65,122,4159,1739,1570,1700,5,"D",NA,NA,"Ligeros","Fosiles"
"9287","Peugeot","A",1499,119.57,88,5.1,134,4159,1739,1570,1750,5,"D",NA,NA,"Ligeros","Fosiles"
"9288","Peugeot","A",1199,110.05,81,6.75,153,4159,1739,1570,1680,5,"E",NA,NA,"Ligeros","Fosiles"
"9289","Peugeot","M",1199,130.43,96,6.05,136,4159,1739,1570,1665,5,"D",NA,NA,"Ligeros","Fosiles"
"9290","Peugeot","M",1499,101.9,75,4.65,122,4159,1739,1570,1700,5,"D",NA,NA,"Ligeros","Fosiles"
"9291","Peugeot","A",1199,110.05,81,6.75,153,4159,1739,1570,1680,5,"E",NA,NA,"Ligeros","Fosiles"
"9292","Peugeot","M",1199,130.43,96,6.05,136,4159,1739,1570,1665,5,"D",NA,NA,"Ligeros","Fosiles"
"9293","Peugeot","M",1199,82.88,61,6.25,141,4159,1739,1570,1580,5,"D",NA,NA,"Ligeros","Fosiles"
"9294","Peugeot","M",1499,101.9,75,4.65,122,4159,1739,1570,1499,5,"D",NA,NA,"Ligeros","Fosiles"
"9295","Peugeot","M",1199,110.05,81,6.15,139,4159,1739,1570,1655,5,"D",NA,NA,"Ligeros","Fosiles"
"9296","Peugeot","M",1499,101.9,75,4.65,122,3973,1739,1471,1655,5,"D",NA,NA,"Ligeros","Fosiles"
"9297","Peugeot","M",1499,101.9,75,4.65,122,3973,1739,1471,1655,5,"D",NA,NA,"Ligeros","Fosiles"
"9298","Peugeot","M",1199,82.88,61,5.8,130,3973,1739,1471,1550,5,"D",NA,NA,"Ligeros","Fosiles"
"9299","Peugeot","M",1499,101.9,75,4.65,122,3973,1739,1471,1655,5,"D",NA,NA,"Ligeros","Fosiles"
"9300","Peugeot","A",1199,110.05,81,6.75,153,3973,1739,1471,1630,5,"E",NA,NA,"Ligeros","Fosiles"
"9301","Peugeot","M",1199,110.05,81,5.9,133,3973,1739,1471,1600,5,"D",NA,NA,"Ligeros","Fosiles"
"9302","Peugeot","M",1499,101.9,75,4.65,122,3973,1739,1471,1655,5,"D",NA,NA,"Ligeros","Fosiles"
"9303","Peugeot","A",1199,110.05,81,6.75,153,3973,1739,1471,1630,5,"E",NA,NA,"Ligeros","Fosiles"
"9304","Peugeot","M",1199,110.05,81,5.9,133,3973,1739,1471,1600,5,"D",NA,NA,"Ligeros","Fosiles"
"9305","Peugeot","M",1199,82.88,61,5.8,130,3973,1739,1471,1550,5,"D",NA,NA,"Ligeros","Fosiles"
"9306","Peugeot","M",1499,101.9,75,4.65,122,3973,1739,1471,1655,5,"D",NA,NA,"Ligeros","Fosiles"
"9307","Peugeot","A",1199,110.05,81,6.75,153,3973,1739,1471,1630,5,"G",NA,NA,"Ligeros","Fosiles"
"9308","Peugeot","M",1199,110.05,81,5.9,133,3973,1739,1471,1600,5,"G",NA,NA,"Ligeros","Fosiles"
"9309","Peugeot","M",1199,82.88,61,5.8,130,3973,1739,1471,1550,5,"F",NA,NA,"Ligeros","Fosiles"
"9310","Peugeot","M",1499,101.9,75,4.65,122,3973,1739,1471,1540,2,"Sin clasificación",NA,NA,"Ligeros","Fosiles"
"9311","Peugeot","M",1499,130.43,96,5.1,135,4447,1841,1623,1980,5,"C",NA,NA,"Ligeros","Fosiles"
"9312","Peugeot","M",1499,130.43,96,5.5,144,4447,1841,1623,1980,5,"D",NA,NA,"Ligeros","Fosiles"
"9313","Peugeot","A",1499,130.43,96,5.45,143,4447,1841,1623,2000,5,"D",NA,NA,"Ligeros","Fosiles"
"9314","Peugeot","M",1499,130.43,96,5.1,135,4447,1841,1623,1980,5,"C",NA,NA,"Ligeros","Fosiles"
"9315","Peugeot","M",1499,130.43,96,5.45,143,4447,1841,1623,2000,5,"D",NA,NA,"Ligeros","Fosiles"
"9316","Peugeot","A",1598,180.71,133,1.4,31,4447,1841,1623,2290,5,"A",NA,NA,"Ligeros","Híbridos"
"9317","Peugeot","M",1199,130.43,96,6.55,148,4447,1841,1623,1910,5,"C",NA,NA,"Ligeros","Fosiles"
"9318","Peugeot","A",1199,130.43,96,6.75,152,4447,1841,1623,1940,5,"C",NA,NA,"Ligeros","Fosiles"
"9319","Peugeot","M",1199,130.43,96,6.55,148,4447,1841,1623,1910,5,"C",NA,NA,"Ligeros","Fosiles"
"9320","Peugeot","M",1199,130.43,96,6.85,154,4447,1841,1623,1910,5,"C",NA,NA,"Ligeros","Fosiles"
"9321","Peugeot","A",1199,130.43,96,7.1,161,4447,1841,1623,1940,5,"D",NA,NA,"Ligeros","Fosiles"
"9322","Peugeot","M",1499,130.43,96,5.1,135,4447,1841,1623,1980,5,"C",NA,NA,"Ligeros","Fosiles"
"9323","Peugeot","M",1499,130.43,96,5.4,142,4447,1841,1623,1970,5,"D",NA,NA,"Ligeros","Fosiles"
"9324","Peugeot","M",1499,130.43,96,5.5,144,4447,1841,1623,1980,5,"D",NA,NA,"Ligeros","Fosiles"
"9325","Peugeot","A",1499,130.43,96,5.35,141,4447,1841,1623,1990,5,"D",NA,NA,"Ligeros","Fosiles"
"9326","Peugeot","M",1499,130.43,96,5.45,143,4447,1841,1623,2000,5,"D",NA,NA,"Ligeros","Fosiles"
"9327","Peugeot","A",1499,130.43,96,5.45,143,4447,1841,1623,2000,5,"D",NA,NA,"Ligeros","Fosiles"
"9328","Peugeot","A",1598,180.71,133,1.55,35,4447,1841,1623,2270,5,"A",NA,NA,"Ligeros","Híbridos"
"9330","Peugeot","M",1499,130.43,96,5.1,135,4447,1841,1623,1980,5,"C",NA,NA,"Ligeros","Fosiles"
"9331","Peugeot","M",1499,130.43,96,5.45,143,4447,1841,1623,2000,5,"D",NA,NA,"Ligeros","Fosiles"
"9332","Peugeot","A",1598,180.71,133,1.55,35,4447,1841,1623,2270,5,"A",NA,NA,"Ligeros","Híbridos"
"9333","Peugeot","A",1598,180.71,133,1.55,35,4447,1841,1623,2270,5,"A",NA,NA,"Ligeros","Híbridos"
"9334","Peugeot","M",1199,130.43,96,6.55,148,4447,1841,1623,1910,5,"C",NA,NA,"Ligeros","Fosiles"
"9335","Peugeot","A",1199,130.43,96,6.75,152,4447,1841,1623,1940,5,"C",NA,NA,"Ligeros","Fosiles"
"9336","Peugeot","M",1199,130.43,96,6.55,148,4447,1841,1623,1910,5,"C",NA,NA,"Ligeros","Fosiles"
"9337","Peugeot","M",1199,130.43,96,6.85,154,4447,1841,1623,1910,5,"C",NA,NA,"Ligeros","Fosiles"
"9338","Peugeot","M",1199,130.43,96,6.75,154,4447,1841,1623,1920,5,"C",NA,NA,"Ligeros","Fosiles"
"9339","Peugeot","A",1199,130.43,96,6.75,152,4447,1841,1623,1940,5,"C",NA,NA,"Ligeros","Fosiles"
"9340","Peugeot","A",1199,130.43,96,6.95,157,4447,1841,1623,1950,5,"C",NA,NA,"Ligeros","Fosiles"
"9341","Peugeot","A",1199,130.43,96,7.1,161,4447,1841,1623,1940,5,"D",NA,NA,"Ligeros","Fosiles"
"9342","Peugeot","A",1598,180.71,133,7.6,171,4447,1841,1623,1970,5,"D",NA,NA,"Ligeros","Fosiles"
"9343","Peugeot","M",1499,130.43,96,5.1,135,4447,1841,1623,1980,5,"C",NA,NA,"Ligeros","Fosiles"
"9344","Peugeot","M",1499,130.43,96,5.45,143,4447,1841,1623,2000,5,"D",NA,NA,"Ligeros","Fosiles"
"9345","Peugeot","A",1997,176.63,130,6.35,166,4447,1841,1623,2090,5,"E",NA,NA,"Ligeros","Fosiles"
"9346","Peugeot","A",1997,176.63,130,6.4,168,4447,1841,1623,2090,5,"E",NA,NA,"Ligeros","Fosiles"
"9347","Peugeot","A",1598,180.71,133,1.55,35,4447,1841,1623,2270,5,"A",NA,NA,"Ligeros","Híbridos"
"9349","Peugeot","A",1598,180.71,133,1.55,35,4447,1841,1623,2270,5,"A",NA,NA,"Ligeros","Híbridos"
"9351","Peugeot","M",1499,130.43,96,5.35,140,4447,1841,1623,1980,5,"D",NA,NA,"Ligeros","Fosiles"
"9352","Peugeot","M",1499,130.43,96,5.4,142,4447,1841,1623,1970,5,"D",NA,NA,"Ligeros","Fosiles"
"9353","Peugeot","M",1499,130.43,96,5.5,144,4447,1841,1623,1980,5,"D",NA,NA,"Ligeros","Fosiles"
"9354","Peugeot","A",1499,130.43,96,5.35,141,4447,1841,1623,1990,5,"D",NA,NA,"Ligeros","Fosiles"
"9355","Peugeot","A",1499,130.43,96,5.45,143,4447,1841,1623,2000,5,"D",NA,NA,"Ligeros","Fosiles"
"9356","Peugeot","A",1598,180.71,133,1.55,35,4447,1841,1623,2270,5,"A",NA,NA,"Ligeros","Híbridos"
"9358","Peugeot","A",1598,180.71,133,1.55,35,4447,1841,1623,2270,5,"A",NA,NA,"Ligeros","Híbridos"
"9360","Peugeot","M",1199,130.43,96,6.85,154,4447,1841,1623,1910,5,"C",NA,NA,"Ligeros","Fosiles"
"9361","Peugeot","M",1199,130.43,96,6.75,154,4447,1841,1623,1920,5,"C",NA,NA,"Ligeros","Fosiles"
"9362","Peugeot","A",1199,130.43,96,6.95,157,4447,1841,1623,1950,5,"C",NA,NA,"Ligeros","Fosiles"
"9363","Peugeot","A",1199,130.43,96,7.1,161,4447,1841,1623,1940,5,"D",NA,NA,"Ligeros","Fosiles"
"9364","Peugeot","A",1598,180.71,133,7.6,171,4447,1841,1623,1970,5,"D",NA,NA,"Ligeros","Fosiles"
"9365","Peugeot","A",1598,180.71,133,7.6,171,4447,1841,1623,1960,5,"D",NA,NA,"Ligeros","Fosiles"
"9366","Peugeot","A",1598,180.71,133,1.55,35,4447,1841,1623,2270,5,"A",NA,NA,"Ligeros","Híbridos"
"9367","Peugeot","A",1598,180.71,133,1.55,35,4447,1841,1623,2270,5,"A",NA,NA,"Ligeros","Híbridos"
"9368","Peugeot","A",1598,180.71,133,7.15,163,4447,1841,1623,1970,5,"D",NA,NA,"Ligeros","Fosiles"
"9369","Peugeot","M",1199,130.43,96,6.55,148,4447,1841,1623,1910,5,"C",NA,NA,"Ligeros","Fosiles"
"9370","Peugeot","A",1199,130.43,96,6.75,152,4447,1841,1623,1940,5,"C",NA,NA,"Ligeros","Fosiles"
"9371","Peugeot","A",1598,180.71,133,7.15,163,4447,1841,1623,1970,5,"D",NA,NA,"Ligeros","Fosiles"
"9372","Peugeot","A",1499,130.43,96,5.4,141,4447,1841,1623,2000,5,"D",NA,NA,"Ligeros","Fosiles"
"9373","Peugeot","M",1499,130.43,96,5.1,135,4447,1841,1623,1980,5,"C",NA,NA,"Ligeros","Fosiles"
"9374","Peugeot","A",1598,180.71,133,5.1,135,4447,1841,1623,2290,5,"A",NA,NA,"Ligeros","Híbridos"
"9375","Peugeot","A",1598,180.71,133,1.45,34,4447,1841,1623,2350,5,"A",NA,NA,"Ligeros","Híbridos"
"9376","Peugeot","M",1199,130.43,96,5.1,135,4447,1841,1623,1980,5,"A",NA,NA,"Ligeros","Fosiles"
"9377","Peugeot","A",1199,130.43,96,6.7,152,4447,1841,1623,1940,5,"C",NA,NA,"Ligeros","Fosiles"
"9378","Peugeot","M",1499,130.43,96,5.4,142,4447,1841,1623,1970,5,"D",NA,NA,"Ligeros","Fosiles"
"9379","Peugeot","A",1499,130.43,96,5.35,141,4447,1841,1623,1990,5,"D",NA,NA,"Ligeros","Fosiles"
"9380","Peugeot","M",1199,130.43,96,6.75,154,4447,1841,1623,1920,5,"C",NA,NA,"Ligeros","Fosiles"
"9381","Peugeot","A",1199,130.43,96,6.95,157,4447,1841,1623,1950,5,"C",NA,NA,"Ligeros","Fosiles"
"9382","Peugeot","M",1499,101.9,75,4.75,126,4253,1804,1472,1785,5,"C",NA,NA,"Ligeros","Fosiles"
"9383","Peugeot","M",1499,101.9,75,4.75,125,4253,1804,1472,1785,5,"C",NA,NA,"Ligeros","Fosiles"
"9384","Peugeot","M",1499,101.9,75,4.75,125,4253,1804,1472,1785,5,"C",NA,NA,"Ligeros","Fosiles"
"9385","Peugeot","M",1499,101.9,75,4.75,125,4253,1804,1472,1785,5,"C",NA,NA,"Ligeros","Fosiles"
"9386","Peugeot","M",1199,110.05,81,5.7,129,4253,1804,1472,1735,5,"B",NA,NA,"Ligeros","Fosiles"
"9387","Peugeot","M",1199,130.43,96,5.9,133,4253,1804,1472,1745,5,"C",NA,NA,"Ligeros","Fosiles"
"9388","Peugeot","A",1199,130.43,96,6.35,143,4253,1804,1472,1830,5,"C",NA,NA,"Ligeros","Fosiles"
"9389","Peugeot","M",1199,110.05,81,5.7,129,4253,1804,1472,1735,5,"B",NA,NA,"Ligeros","Fosiles"
"9390","Peugeot","M",1199,110.05,81,6.45,146,4253,1804,1472,1750,5,"D",NA,NA,"Ligeros","Fosiles"
"9391","Peugeot","M",1199,130.43,96,5.9,133,4253,1804,1472,1745,5,"C",NA,NA,"Ligeros","Fosiles"
"9392","Peugeot","M",1199,130.43,96,6.3,142,4253,1804,1472,1750,5,"C",NA,NA,"Ligeros","Fosiles"
"9393","Peugeot","A",1199,130.43,96,6.3,142,4253,1804,1472,1775,5,"C",NA,NA,"Ligeros","Fosiles"
"9394","Peugeot","M",1499,101.9,75,4.75,125,4253,1804,1472,1785,5,"C",NA,NA,"Ligeros","Fosiles"
"9395","Peugeot","M",1499,101.9,75,4.75,126,4253,1804,1472,1785,5,"C",NA,NA,"Ligeros","Fosiles"
"9396","Peugeot","M",1199,110.05,81,6.05,137,4253,1804,1472,1750,5,"C",NA,NA,"Ligeros","Fosiles"
"9397","Peugeot","M",1199,110.05,81,6.45,146,4253,1804,1472,1750,5,"D",NA,NA,"Ligeros","Fosiles"
"9398","Peugeot","A",1499,130.43,96,5,131,4253,1804,1472,1840,5,"D",NA,NA,"Ligeros","Fosiles"
"9399","Peugeot","A",1499,130.43,96,5,131,4253,1804,1472,1840,5,"A",NA,NA,"Ligeros","Fosiles"
"9400","Peugeot","A",1997,176.63,130,5.85,153,4253,1804,1472,1930,5,"E",NA,NA,"Ligeros","Fosiles"
"9401","Peugeot","M",1499,130.43,96,4.9,129,4253,1804,1472,1810,5,"C",NA,NA,"Ligeros","Fosiles"
"9402","Peugeot","M",1499,130.43,96,4.9,129,4253,1804,1472,1810,5,"C",NA,NA,"Ligeros","Fosiles"
"9403","Peugeot","M",1199,130.43,96,6.3,142,4253,1804,1472,1750,5,"C",NA,NA,"Ligeros","Fosiles"
"9404","Peugeot","A",1199,130.43,96,6.3,142,4253,1804,1472,1775,5,"C",NA,NA,"Ligeros","Fosiles"
"9405","Peugeot","A",1199,130.43,96,6.3,142,4253,1804,1472,1750,5,"C",NA,NA,"Ligeros","Fosiles"
"9406","Peugeot","A",1499,130.43,96,5,131,4253,1804,1472,1840,5,"D",NA,NA,"Ligeros","Fosiles"
"9407","Peugeot","A",1499,130.43,96,5,131,4253,1804,1472,1840,5,"A",NA,NA,"Ligeros","Fosiles"
"9408","Peugeot","A",1199,130.43,96,6.35,143,4253,1804,1472,1830,5,"C",NA,NA,"Ligeros","Fosiles"
"9409","Peugeot","A",1199,130.43,96,6.35,143,4253,1804,1472,1830,5,"C",NA,NA,"Ligeros","Fosiles"
"9410","Peugeot","A",1598,224.18,165,7.35,166,4253,1804,1472,1815,5,"E",NA,NA,"Ligeros","Fosiles"
"9411","Peugeot","M",1499,101.9,75,4.75,125,4253,1804,1472,1785,5,"C",NA,NA,"Ligeros","Fosiles"
"9412","Peugeot","M",1499,101.9,75,4.75,126,4253,1804,1472,1785,5,"C",NA,NA,"Ligeros","Fosiles"
"9413","Peugeot","M",1199,110.05,81,6.05,137,4253,1804,1472,1750,5,"C",NA,NA,"Ligeros","Fosiles"
"9414","Peugeot","M",1199,110.05,81,6.45,146,4253,1804,1472,1750,5,"D",NA,NA,"Ligeros","Fosiles"
"9415","Peugeot","M",1499,130.43,96,4.8,126,4253,1804,1472,1855,5,"C",NA,NA,"Ligeros","Fosiles"
"9416","Peugeot","M",1499,130.43,96,4.8,126,4253,1804,1472,1855,5,"C",NA,NA,"Ligeros","Fosiles"
"9417","Peugeot","A",1499,130.43,96,4.85,127,4253,1804,1472,1855,5,"C",NA,NA,"Ligeros","Fosiles"
"9418","Peugeot","A",1499,130.43,96,5,131,4253,1804,1472,1840,5,"D",NA,NA,"Ligeros","Fosiles"
"9419","Peugeot","M",1499,130.43,96,4.75,125,4253,1804,1472,1810,5,"C",NA,NA,"Ligeros","Fosiles"
"9420","Peugeot","M",1499,130.43,96,4.75,125,4253,1804,1472,1785,5,"C",NA,NA,"Ligeros","Fosiles"
"9421","Peugeot","M",1499,130.43,96,4.8,126,4253,1804,1472,1855,5,"C",NA,NA,"Ligeros","Fosiles"
"9422","Peugeot","M",1499,130.43,96,4.9,129,4253,1804,1472,1810,5,"C",NA,NA,"Ligeros","Fosiles"
"9423","Peugeot","M",1499,130.43,96,4.9,129,4253,1804,1472,1810,5,"C",NA,NA,"Ligeros","Fosiles"
"9424","Peugeot","M",1499,130.43,96,4.9,129,4253,1804,1472,1810,5,"C",NA,NA,"Ligeros","Fosiles"
"9425","Peugeot","A",1499,130.43,96,4.85,127,4253,1804,1472,1855,5,"C",NA,NA,"Ligeros","Fosiles"
"9426","Peugeot","A",1499,130.43,96,5,131,4253,1804,1472,1840,5,"D",NA,NA,"Ligeros","Fosiles"
"9427","Peugeot","M",1499,130.43,96,5,131,4253,1804,1472,1810,5,"D",NA,NA,"Ligeros","Fosiles"
"9428","Peugeot","M",1499,130.43,96,4.75,125,4253,1804,1472,1785,5,"C",NA,NA,"Ligeros","Fosiles"
"9429","Peugeot","M",1499,130.43,96,4.8,126,4253,1804,1472,1855,5,"C",NA,NA,"Ligeros","Fosiles"
"9430","Peugeot","A",1499,130.43,96,4.85,127,4253,1804,1472,1855,5,"C",NA,NA,"Ligeros","Fosiles"
"9431","Peugeot","A",1499,130.43,96,5,131,4253,1804,1472,1840,5,"D",NA,NA,"Ligeros","Fosiles"
"9432","Peugeot","M",1199,110.05,81,5.7,129,4253,1804,1472,1735,5,"B",NA,NA,"Ligeros","Fosiles"
"9433","Peugeot","M",1199,130.43,96,5.9,133,4253,1804,1472,1745,5,"C",NA,NA,"Ligeros","Fosiles"
"9434","Peugeot","A",1199,130.43,96,6.15,139,4253,1804,1472,1830,5,"C",NA,NA,"Ligeros","Fosiles"
"9435","Peugeot","A",1199,130.43,96,6.35,143,4253,1804,1472,1830,5,"C",NA,NA,"Ligeros","Fosiles"
"9436","Peugeot","M",1199,110.05,81,5.7,129,4253,1804,1472,1735,5,"B",NA,NA,"Ligeros","Fosiles"
"9437","Peugeot","M",1199,110.05,81,6.05,137,4253,1804,1472,1750,5,"C",NA,NA,"Ligeros","Fosiles"
"9438","Peugeot","M",1199,110.05,81,6.45,146,4253,1804,1472,1750,5,"D",NA,NA,"Ligeros","Fosiles"
"9439","Peugeot","M",1199,130.43,96,5.9,133,4253,1804,1472,1745,5,"C",NA,NA,"Ligeros","Fosiles"
"9440","Peugeot","M",1199,130.43,96,6.05,137,4253,1804,1472,1750,5,"C",NA,NA,"Ligeros","Fosiles"
"9441","Peugeot","M",1199,130.43,96,6.3,142,4253,1804,1472,1750,5,"C",NA,NA,"Ligeros","Fosiles"
"9442","Peugeot","A",1199,130.43,96,6.15,139,4253,1804,1472,1830,5,"C",NA,NA,"Ligeros","Fosiles"
"9443","Peugeot","A",1199,130.43,96,6.3,142,4253,1804,1472,1775,5,"C",NA,NA,"Ligeros","Fosiles"
"9444","Peugeot","A",1199,130.43,96,6.35,143,4253,1804,1472,1830,5,"C",NA,NA,"Ligeros","Fosiles"
"9445","Peugeot","A",1199,130.43,96,6.35,143,4253,1804,1472,1775,5,"C",NA,NA,"Ligeros","Fosiles"
"9446","Peugeot","M",1499,130.43,96,4.9,128,4253,1804,1472,1810,5,"C",NA,NA,"Ligeros","Fosiles"
"9447","Peugeot","M",1499,130.43,96,4.9,129,4253,1804,1472,1810,5,"C",NA,NA,"Ligeros","Fosiles"
"9448","Peugeot","M",1499,130.43,96,4.8,126,4253,1804,1472,1855,5,"C",NA,NA,"Ligeros","Fosiles"
"9449","Peugeot","A",1499,130.43,96,4.85,127,4253,1804,1472,1855,5,"C",NA,NA,"Ligeros","Fosiles"
"9450","Peugeot","M",1499,130.43,96,4.8,126,4253,1804,1472,1855,5,"C",NA,NA,"Ligeros","Fosiles"
"9451","Peugeot","A",1499,130.43,96,4.85,127,4253,1804,1472,1855,5,"C",NA,NA,"Ligeros","Fosiles"
"9452","Peugeot","M",1199,130.43,96,5.9,133,4253,1804,1472,1745,5,"C",NA,NA,"Ligeros","Fosiles"
"9453","Peugeot","A",1199,130.43,96,6.15,139,4253,1804,1472,1830,5,"C",NA,NA,"Ligeros","Fosiles"
"9454","Peugeot","M",1199,130.43,96,5.9,133,4253,1804,1472,1745,5,"C",NA,NA,"Ligeros","Fosiles"
"9455","Peugeot","A",1199,130.43,96,6.15,139,4253,1804,1472,1830,5,"C",NA,NA,"Ligeros","Fosiles"
"9456","Peugeot","M",1499,130.43,96,4.9,128,4253,1804,1472,1810,5,"C",NA,NA,"Ligeros","Fosiles"
"9457","Peugeot","M",1499,130.43,96,4.9,129,4253,1804,1472,1810,5,"C",NA,NA,"Ligeros","Fosiles"
"9458","Peugeot","A",1499,130.43,96,5,131,4253,1804,1472,1810,5,"D",NA,NA,"Ligeros","Fosiles"
"9459","Peugeot","M",1199,110.05,81,6.05,137,4253,1804,1472,1750,5,"C",NA,NA,"Ligeros","Fosiles"
"9460","Peugeot","M",1199,110.05,81,6.45,146,4253,1804,1472,1750,5,"D",NA,NA,"Ligeros","Fosiles"
